Small Business,Mexico, Paseo , Medium ,2565.0,10.00,300.00,769500.00,69255.00,700245.00,641250.00,58995.00,1/1/2014,1, January 
Government,Mexico, Paseo , High ,1197.0,10.00,350.00,418950.00,50274.00,368676.00,311220.00,57456.00,11/1/2014,11, November 
Small Business,Mexico, Paseo , Medium ,1607.0,10.00,300.00,482100.00,24105.00,457995.00,401750.00,56245.00,4/1/2014,4, April 
Government,Mexico, Montana , Medium ,720.0,5.00,350.00,252000.00,12600.00,239400.00,187200.00,52200.00,9/1/2013,9, September 
Small Business,Mexico, Amarilla , Low ,1101.0,260.00,300.00,330300.00,6606.00,323694.00,275250.00,48444.00,3/1/2014,3, March 
Small Business,Mexico, Montana , None ,958.0,5.00,300.00,287400.00,0.00,287400.00,239500.00,47900.00,8/1/2014,8, August 
Government,Mexico, Carretera , High ,886.0,3.00,350.00,310100.00,37212.00,272888.00,230360.00,42528.00,6/1/2014,6, June 
Government,Mexico, Paseo , High ,886.0,10.00,350.00,310100.00,37212.00,272888.00,230360.00,42528.00,6/1/2014,6, June 
Small Business,Mexico, Paseo , None ,788.0,10.00,300.00,236400.00,0.00,236400.00,197000.00,39400.00,9/1/2013,9, September 
Small Business,Mexico, Montana , Medium ,1100.0,5.00,300.00,330000.00,16500.00,313500.00,275000.00,38500.00,12/1/2013,12, December 
Small Business,Mexico, Paseo , High ,2150.0,10.00,300.00,645000.00,77400.00,567600.00,537500.00,30100.00,11/1/2014,11, November 
Small Business,Mexico, Velo , High ,2605.0,120.00,300.00,781500.00,101595.00,679905.00,651250.00,28655.00,11/1/2013,11, November 
Government,Mexico, Paseo , Medium ,2993.0,10.00,20.00,59860.00,4788.80,55071.20,29930.00,25141.20,9/1/2014,9, September 
Small Business,Mexico, Carretera , Low ,494.0,3.00,300.00,148200.00,1482.00,146718.00,123500.00,23218.00,10/1/2013,10, October 
Small Business,Mexico, VTT , Low ,494.0,250.00,300.00,148200.00,1482.00,146718.00,123500.00,23218.00,10/1/2013,10, October 
Channel Partners,Mexico, Paseo , Medium ,2763.0,10.00,12.00,33156.00,2320.92,30835.08,8289.00,22546.08,11/1/2013,11, November 
Government,Mexico, Amarilla , High ,2629.0,260.00,20.00,52580.00,5783.80,46796.20,26290.00,20506.20,1/1/2014,1, January 
Channel Partners,Mexico, Montana , High ,2661.0,5.00,12.00,31932.00,3831.84,28100.16,7983.00,20117.16,5/1/2014,5, May 
Channel Partners,Mexico, Montana , Medium ,2340.0,5.00,12.00,28080.00,1965.60,26114.40,7020.00,19094.40,1/1/2014,1, January 
Government,Mexico, Carretera , High ,2579.0,3.00,20.00,51580.00,7221.20,44358.80,25790.00,18568.80,4/1/2014,4, April 
Government,Mexico, Velo , High ,344.0,120.00,350.00,120400.00,13244.00,107156.00,89440.00,17716.00,10/1/2013,10, October 
Government,Mexico, Amarilla , High ,344.0,260.00,350.00,120400.00,13244.00,107156.00,89440.00,17716.00,10/1/2013,10, October 
Government,Mexico, Montana , High ,2255.0,5.00,20.00,45100.00,5863.00,39237.00,22550.00,16687.00,7/1/2014,7, July 
Channel Partners,Mexico, VTT , Low ,1916.0,250.00,12.00,22992.00,689.76,22302.24,5748.00,16554.24,4/1/2014,4, April 
Small Business,Mexico, Velo , Medium ,635.0,120.00,300.00,190500.00,15240.00,175260.00,158750.00,16510.00,12/1/2014,12, December 
Small Business,Mexico, Amarilla , Medium ,635.0,260.00,300.00,190500.00,15240.00,175260.00,158750.00,16510.00,12/1/2014,12, December 
Government,Mexico, Amarilla , High ,2039.0,260.00,20.00,40780.00,4078.00,36702.00,20390.00,16312.00,5/1/2014,5, May 
Government,Mexico, Carretera , Medium ,1834.0,3.00,20.00,36680.00,2567.60,34112.40,18340.00,15772.40,9/1/2013,9, September 
Government,Mexico, Amarilla , Medium ,1694.0,260.00,20.00,33880.00,3049.20,30830.80,16940.00,13890.80,11/1/2014,11, November 
Government,Mexico, Montana , High ,1715.0,5.00,20.00,34300.00,4116.00,30184.00,17150.00,13034.00,10/1/2013,10, October 
Government,Mexico, Paseo , High ,1715.0,10.00,20.00,34300.00,4116.00,30184.00,17150.00,13034.00,10/1/2013,10, October 
Midmarket,Mexico, Paseo , None ,2472.0,10.00,15.00,37080.00,0.00,37080.00,24720.00,12360.00,9/1/2014,9, September 
Midmarket,Mexico, Carretera , None ,2470.0,3.00,15.00,37050.00,0.00,37050.00,24700.00,12350.00,6/1/2014,6, June 
Midmarket,Mexico, Montana , None ,2470.0,5.00,15.00,37050.00,0.00,37050.00,24700.00,12350.00,6/1/2014,6, June 
Midmarket,Mexico, Velo , Medium ,2861.0,120.00,15.00,42915.00,2145.75,40769.25,28610.00,12159.25,1/1/2014,1, January 
Midmarket,Mexico, Carretera , Medium ,2791.0,3.00,15.00,41865.00,2093.25,39771.75,27910.00,11861.75,11/1/2014,11, November 
Small Business,Mexico, Paseo , High ,591.0,10.00,300.00,177300.00,17730.00,159570.00,147750.00,11820.00,5/1/2014,5, May 
Channel Partners,Mexico, Amarilla , Medium ,1375.0,260.00,12.00,16500.00,1320.00,15180.00,4125.00,11055.00,12/1/2013,12, December 
Midmarket,Mexico, Montana , Low ,2214.0,5.00,15.00,33210.00,332.10,32877.90,22140.00,10737.90,3/1/2014,3, March 
Government,Mexico, VTT , Medium ,1123.0,250.00,20.00,22460.00,1347.60,21112.40,11230.00,9882.40,11/1/2013,11, November 
Midmarket,Mexico, Velo , Medium ,2628.0,120.00,15.00,39420.00,3547.80,35872.20,26280.00,9592.20,4/1/2014,4, April 
Channel Partners,Mexico, Paseo , Low ,1084.0,10.00,12.00,13008.00,260.16,12747.84,3252.00,9495.84,12/1/2014,12, December 
Channel Partners,Mexico, Velo , Low ,1084.0,120.00,12.00,13008.00,260.16,12747.84,3252.00,9495.84,12/1/2014,12, December 
Channel Partners,Mexico, Amarilla , Medium ,1123.0,260.00,12.00,13476.00,673.80,12802.20,3369.00,9433.20,8/1/2014,8, August 
Government,Mexico, Paseo , High ,1233.0,10.00,20.00,24660.00,2959.20,21700.80,12330.00,9370.80,12/1/2014,12, December 
Government,Mexico, VTT , High ,1233.0,250.00,20.00,24660.00,2959.20,21700.80,12330.00,9370.80,12/1/2014,12, December 
Midmarket,Mexico, Montana , Low ,2031.0,5.00,15.00,30465.00,1218.60,29246.40,20310.00,8936.40,10/1/2014,10, October 
Midmarket,Mexico, Paseo , Low ,2031.0,10.00,15.00,30465.00,1218.60,29246.40,20310.00,8936.40,10/1/2014,10, October 
Government,Mexico, Paseo , High ,1122.0,10.00,20.00,22440.00,2468.40,19971.60,11220.00,8751.60,3/1/2014,3, March 
Small Business,Mexico, VTT , High ,432.0,250.00,300.00,129600.00,12960.00,116640.00,108000.00,8640.00,9/1/2014,9, September 
Government,Mexico, Paseo , Medium ,1038.0,10.00,20.00,20760.00,1868.40,18891.60,10380.00,8511.60,6/1/2014,6, June 
Government,Mexico, Amarilla , Medium ,1038.0,260.00,20.00,20760.00,1868.40,18891.60,10380.00,8511.60,6/1/2014,6, June 
Channel Partners,Mexico, VTT , High ,1005.0,250.00,12.00,12060.00,1326.60,10733.40,3015.00,7718.40,9/1/2013,9, September 
Midmarket,Mexico, Montana , High ,2157.0,5.00,15.00,32355.00,3559.05,28795.95,21570.00,7225.95,12/1/2014,12, December 
Midmarket,Mexico, Amarilla , High ,2157.0,260.00,15.00,32355.00,3559.05,28795.95,21570.00,7225.95,12/1/2014,12, December 
Government,Mexico, Paseo , High ,905.0,10.00,20.00,18100.00,2172.00,15928.00,9050.00,6878.00,10/1/2014,10, October 
Government,Mexico, Velo , High ,905.0,120.00,20.00,18100.00,2172.00,15928.00,9050.00,6878.00,10/1/2014,10, October 
Enterprise,Mexico, Paseo , Low ,1823.0,10.00,125.00,227875.00,2278.75,225596.25,218760.00,6836.25,7/1/2014,7, July 
Midmarket,Mexico, Paseo , Low ,1514.0,10.00,15.00,22710.00,908.40,21801.60,15140.00,6661.60,10/1/2013,10, October 
Midmarket,Mexico, VTT , Low ,1514.0,250.00,15.00,22710.00,908.40,21801.60,15140.00,6661.60,10/1/2013,10, October 
Midmarket,Mexico, Paseo , High ,1984.0,10.00,15.00,29760.00,3273.60,26486.40,19840.00,6646.40,8/1/2014,8, August 
Small Business,Mexico, Carretera , High ,801.0,3.00,300.00,240300.00,33642.00,206658.00,200250.00,6408.00,7/1/2014,7, July 
Channel Partners,Mexico, Montana , Low ,690.0,5.00,12.00,8280.00,165.60,8114.40,2070.00,6044.40,11/1/2014,11, November 
Channel Partners,Mexico, Carretera , Medium ,727.0,3.00,12.00,8724.00,610.68,8113.32,2181.00,5932.32,2/1/2014,2, February 
Midmarket,Mexico, Amarilla , High ,1870.0,260.00,15.00,28050.00,3927.00,24123.00,18700.00,5423.00,11/1/2013,11, November 
Enterprise,Mexico, Paseo , Low ,2145.0,10.00,125.00,268125.00,5362.50,262762.50,257400.00,5362.50,10/1/2013,10, October 
Enterprise,Mexico, Velo , Low ,2145.0,120.00,125.00,268125.00,5362.50,262762.50,257400.00,5362.50,10/1/2013,10, October 
Government,Mexico, Velo , Medium ,609.0,120.00,20.00,12180.00,852.60,11327.40,6090.00,5237.40,8/1/2014,8, August 
Government,Mexico, Velo , Low ,544.0,120.00,20.00,10880.00,217.60,10662.40,5440.00,5222.40,12/1/2013,12, December 
Midmarket,Mexico, Paseo , None ,974.0,10.00,15.00,14610.00,0.00,14610.00,9740.00,4870.00,2/1/2014,2, February 
Channel Partners,Mexico, Carretera , Medium ,562.0,3.00,12.00,6744.00,404.64,6339.36,1686.00,4653.36,9/1/2014,9, September 
Channel Partners,Mexico, Montana , High ,604.0,5.00,12.00,7248.00,942.24,6305.76,1812.00,4493.76,6/1/2014,6, June 
Channel Partners,Mexico, Velo , High ,604.0,120.00,12.00,7248.00,942.24,6305.76,1812.00,4493.76,6/1/2014,6, June 
Government,Mexico, Paseo , Medium ,2689.0,10.00,7.00,18823.00,941.15,17881.85,13445.00,4436.85,10/1/2014,10, October 
Government,Mexico, VTT , Medium ,2689.0,250.00,7.00,18823.00,941.15,17881.85,13445.00,4436.85,10/1/2014,10, October 
Channel Partners,Mexico, Paseo , High ,571.0,10.00,12.00,6852.00,890.76,5961.24,1713.00,4248.24,7/1/2014,7, July 
Enterprise,Mexico, Montana , Low ,1660.0,5.00,125.00,207500.00,4150.00,203350.00,199200.00,4150.00,11/1/2013,11, November 
Channel Partners,Mexico, Velo , High ,500.0,120.00,12.00,6000.00,900.00,5100.00,1500.00,3600.00,3/1/2014,3, March 
Government,Mexico, Carretera , High ,2706.0,3.00,7.00,18942.00,2083.62,16858.38,13530.00,3328.38,11/1/2013,11, November 
Government,Mexico, Paseo , Low ,1760.0,10.00,7.00,12320.00,369.60,11950.40,8800.00,3150.40,9/1/2013,9, September 
Channel Partners,Mexico, Velo , High ,410.0,120.00,12.00,4920.00,639.60,4280.40,1230.00,3050.40,10/1/2014,10, October 
Channel Partners,Mexico, Amarilla , High ,410.0,260.00,12.00,4920.00,639.60,4280.40,1230.00,3050.40,10/1/2014,10, October 
Government,Mexico, Velo , None ,1493.0,120.00,7.00,10451.00,0.00,10451.00,7465.00,2986.00,1/1/2014,1, January 
Government,Mexico, VTT , High ,2903.0,250.00,7.00,20321.00,2844.94,17476.06,14515.00,2961.06,3/1/2014,3, March 
Channel Partners,Mexico, Carretera , Medium ,367.0,3.00,12.00,4404.00,396.36,4007.64,1101.00,2906.64,10/1/2013,10, October 
Channel Partners,Mexico, Paseo , Medium ,367.0,10.00,12.00,4404.00,396.36,4007.64,1101.00,2906.64,10/1/2013,10, October 
Government,Mexico, Montana , High ,2420.0,5.00,7.00,16940.00,2032.80,14907.20,12100.00,2807.20,9/1/2014,9, September 
Government,Mexico, Paseo , Medium ,1946.0,10.00,7.00,13622.00,1089.76,12532.24,9730.00,2802.24,12/1/2013,12, December 
Government,Mexico, Amarilla , Medium ,1683.0,260.00,7.00,11781.00,589.05,11191.95,8415.00,2776.95,7/1/2014,7, July 
Small Business,Mexico, Montana , High ,546.0,5.00,300.00,163800.00,24570.00,139230.00,136500.00,2730.00,10/1/2014,10, October 
Small Business,Mexico, Amarilla , High ,546.0,260.00,300.00,163800.00,24570.00,139230.00,136500.00,2730.00,10/1/2014,10, October 
Government,Mexico, Paseo , High ,2535.0,10.00,7.00,17745.00,2661.75,15083.25,12675.00,2408.25,4/1/2014,4, April 
Government,Mexico, Velo , Medium ,1498.0,120.00,7.00,10486.00,629.16,9856.84,7490.00,2366.84,6/1/2014,6, June 
Government,Mexico, VTT , Medium ,1498.0,250.00,7.00,10486.00,629.16,9856.84,7490.00,2366.84,6/1/2014,6, June 
Midmarket,Mexico, VTT , High ,641.0,250.00,15.00,9615.00,961.50,8653.50,6410.00,2243.50,7/1/2014,7, July 
Midmarket,Mexico, Velo , High ,655.0,120.00,15.00,9825.00,1080.75,8744.25,6550.00,2194.25,9/1/2013,9, September 
Government,Mexico, Velo , Medium ,1333.0,120.00,7.00,9331.00,559.86,8771.14,6665.00,2106.14,11/1/2014,11, November 
Government,Mexico, Paseo , High ,260.0,10.00,20.00,5200.00,728.00,4472.00,2600.00,1872.00,2/1/2014,2, February 
Government,Mexico, Paseo , None ,883.0,10.00,7.00,6181.00,0.00,6181.00,4415.00,1766.00,8/1/2014,8, August 
Government,Mexico, Montana , High ,1727.0,5.00,7.00,12089.00,1692.46,10396.54,8635.00,1761.54,10/1/2013,10, October 
Government,Mexico, Amarilla , High ,1727.0,260.00,7.00,12089.00,1692.46,10396.54,8635.00,1761.54,10/1/2013,10, October 
Enterprise,Mexico, Paseo , Low ,662.0,10.00,125.00,82750.00,1655.00,81095.00,79440.00,1655.00,6/1/2014,6, June 
Enterprise,Mexico, VTT , Low ,662.0,250.00,125.00,82750.00,1655.00,81095.00,79440.00,1655.00,6/1/2014,6, June 
Government,Mexico, Montana , High ,1368.0,5.00,7.00,9576.00,1436.40,8139.60,6840.00,1299.60,2/1/2014,2, February 
Midmarket,Mexico, Paseo , High ,380.0,10.00,15.00,5700.00,684.00,5016.00,3800.00,1216.00,12/1/2013,12, December 
Midmarket,Mexico, Velo , Medium ,245.0,120.00,15.00,3675.00,330.75,3344.25,2450.00,894.25,5/1/2014,5, May 
Government,Mexico, Carretera , Medium ,521.0,3.00,7.00,3647.00,328.23,3318.77,2605.00,713.77,12/1/2014,12, December 
Government,Mexico, VTT , Medium ,521.0,250.00,7.00,3647.00,328.23,3318.77,2605.00,713.77,12/1/2014,12, December 
Government,Mexico, Velo , Low ,362.0,120.00,7.00,2534.00,25.34,2508.66,1810.00,698.66,5/1/2014,5, May 
Enterprise,Mexico, Montana , Low ,1138.0,5.00,125.00,142250.00,5690.00,136560.00,136560.00,0.00,12/1/2014,12, December 
Enterprise,Mexico, Paseo , Low ,1138.0,10.00,125.00,142250.00,5690.00,136560.00,136560.00,0.00,12/1/2014,12, December 
Enterprise,Mexico, Amarilla , Low ,1074.0,260.00,125.00,134250.00,5370.00,128880.00,128880.00,0.00,4/1/2014,4, April 
Enterprise,Mexico, VTT , High ,341.0,250.00,125.00,42625.00,4262.50,38362.50,40920.00,-2557.50,5/1/2014,5, May 
Enterprise,Mexico, VTT , High ,554.0,250.00,125.00,69250.00,7617.50,61632.50,66480.00,-4847.50,1/1/2014,1, January 
Enterprise,Mexico, VTT , Medium ,877.0,250.00,125.00,109625.00,9866.25,99758.75,105240.00,-5481.25,11/1/2014,11, November 
Enterprise,Mexico, Paseo , Medium ,1114.0,10.00,125.00,139250.00,11140.00,128110.00,133680.00,-5570.00,3/1/2014,3, March 
Enterprise,Mexico, Carretera , Medium ,1540.0,3.00,125.00,192500.00,15400.00,177100.00,184800.00,-7700.00,8/1/2014,8, August 
Enterprise,Mexico, Amarilla , High ,947.0,260.00,125.00,118375.00,13021.25,105353.75,113640.00,-8286.25,9/1/2013,9, September 
Enterprise,Mexico, Velo , Medium ,2110.0,120.00,125.00,263750.00,23737.50,240012.50,253200.00,-13187.50,9/1/2014,9, September 
Enterprise,Mexico, Velo , High ,1575.0,120.00,125.00,196875.00,27562.50,169312.50,189000.00,-19687.50,2/1/2014,2, February 
Enterprise,Mexico, Carretera , High ,2156.0,3.00,125.00,269500.00,32340.00,237160.00,258720.00,-21560.00,10/1/2014,10, October 
Enterprise,Mexico, Paseo , High ,2156.0,10.00,125.00,269500.00,32340.00,237160.00,258720.00,-21560.00,10/1/2014,10, October 
Enterprise,Mexico, Carretera , High ,2821.0,3.00,125.00,352625.00,49367.50,303257.50,338520.00,-35262.50,12/1/2013,12, December 
